date,order_id,region,category,product,quantity,revenue,cost,margin
2024-02-04,ORD-20240204-4373,Pretoria,Electronics,Laptop,5,74139.94,43988.44,30151.5
2024-02-05,ORD-20240205-9994,Pretoria,Groceries,Eggs,2,464.96,269.63,195.33
2024-02-05,ORD-20240205-4994,Johannesburg,Fashion,T-shirt,3,979.23,727.89,251.34
2024-02-05,ORD-20240205-3263,Pretoria,Fashion,Jeans,2,2827.71,1630.56,1197.15
2024-02-05,ORD-20240205-6925,Pretoria,Fashion,Jacket,1,1199.76,874.59,325.17
2024-02-05,ORD-20240205-6260,Cape Town,Home,Sofa,5,35137.75,20046.77,15090.98
2024-02-06,ORD-20240206-4366,Durban,Fashion,Sneakers,5,8859.25,5892.92,2966.33
2024-02-06,ORD-20240206-1176,Durban,Home,Lamp,3,9271.42,6439.37,2832.05
2024-02-06,ORD-20240206-8042,Durban,Fashion,T-shirt,2,1614.78,905.89,708.89
2024-02-06,ORD-20240206-7072,Durban,Groceries,Coffee,1,118.42,66.04,52.38
2024-02-06,ORD-20240206-1630,Durban,Fashion,Jeans,3,4468.16,2437.47,2030.69
2024-02-06,ORD-20240206-6701,Johannesburg,Home,Sofa,3,6890.99,3955.8,2935.19
2024-02-07,ORD-20240207-3640,Cape Town,Home,Chair,3,8365.21,6271.23,2093.98
2024-02-07,ORD-20240207-9906,Cape Town,Groceries,Eggs,1,114.19,58.25,55.94
2024-02-07,ORD-20240207-9632,Pretoria,Home,Sofa,4,23608.86,11938.32,11670.54
2024-02-07,ORD-20240207-5693,Pretoria,Electronics,Headphones,4,5563.47,3696.71,1866.76
2024-02-07,ORD-20240207-8450,Johannesburg,Electronics,Smartwatch,2,5407.26,4274.09,1133.17
2024-02-08,ORD-20240208-5388,Durban,Home,Sofa,4,29271.62,20161.14,9110.48
2024-02-08,ORD-20240208-1124,Durban,Electronics,Smartwatch,5,67875.83,45713.52,22162.31
2024-02-08,ORD-20240208-3691,Pretoria,Groceries,Bread,2,580.84,439.1,141.74
2024-02-08,ORD-20240208-7503,Cape Town,Fashion,Jeans,2,2522.6,1590.44,932.16
2024-02-08,ORD-20240208-7604,Cape Town,Groceries,Bread,5,1273.75,827.04,446.71
2024-02-09,ORD-20240209-2566,Cape Town,Fashion,Jacket,5,1639.43,1031.83,607.6
2024-02-09,ORD-20240209-6401,Johannesburg,Groceries,Eggs,3,746.6,457.12,289.48
2024-02-09,ORD-20240209-9215,Durban,Home,Table,5,38580.01,22734.66,15845.35
2024-02-09,ORD-20240209-1014,Durban,Home,Sofa,5,15604.33,12446.54,3157.79
2024-02-09,ORD-20240209-8599,Pretoria,Home,Table,5,10880.81,7686.25,3194.56
2024-02-09,ORD-20240209-6707,Durban,Home,Lamp,1,6194.57,4860.25,1334.32
2024-02-09,ORD-20240209-4395,Cape Town,Fashion,T-shirt,4,1938.53,1223.53,715.0
2024-02-09,ORD-20240209-3275,Pretoria,Fashion,T-shirt,1,1023.6,540.24,483.36
2024-02-09,ORD-20240209-1547,Cape Town,Groceries,Bread,3,475.28,330.46,144.82
2024-02-09,ORD-20240209-8354,Pretoria,Fashion,T-shirt,5,1583.86,842.35,741.51
2024-02-09,ORD-20240209-6103,Durban,Fashion,Jeans,5,905.25,578.97,326.28
2024-02-10,ORD-20240210-5707,Durban,Home,Sofa,1,7775.68,5376.75,2398.93
2024-02-10,ORD-20240210-5999,Pretoria,Home,Sofa,1,2248.32,1736.63,511.69
2024-02-10,ORD-20240210-9002,Pretoria,Home,Sofa,4,18438.47,13494.2,4944.27
2024-02-10,ORD-20240210-3900,Johannesburg,Groceries,Coffee,4,652.56,448.87,203.69
2024-02-10,ORD-20240210-8789,Durban,Groceries,Bread,2,482.48,348.38,134.1
2024-02-10,ORD-20240210-7054,Cape Town,Electronics,Headphones,3,42669.15,22364.6,20304.55
2024-02-10,ORD-20240210-3871,Pretoria,Fashion,T-shirt,3,3056.94,1557.73,1499.21
2024-02-10,ORD-20240210-1862,Pretoria,Electronics,Phone,3,44751.06,32826.04,11925.02
2024-02-11,ORD-20240211-5013,Cape Town,Fashion,Sneakers,3,1101.38,862.28,239.1
2024-02-11,ORD-20240211-1819,Johannesburg,Fashion,Jeans,5,4548.58,2476.93,2071.65
2024-02-11,ORD-20240211-8657,Durban,Groceries,Bread,4,458.66,300.95,157.71
2024-02-11,ORD-20240211-4926,Pretoria,Fashion,Jacket,3,1475.02,982.25,492.77
2024-02-11,ORD-20240211-6986,Durban,Electronics,Phone,5,69174.71,50577.34,18597.37
2024-02-11,ORD-20240211-7156,Pretoria,Home,Table,3,21115.46,13551.59,7563.87
2024-02-11,ORD-20240211-3660,Cape Town,Fashion,Sneakers,1,562.95,427.58,135.37
2024-02-12,ORD-20240212-4840,Cape Town,Home,Lamp,4,25716.92,19823.64,5893.28
2024-02-12,ORD-20240212-9809,Johannesburg,Electronics,Laptop,4,31733.17,18030.44,13702.73
2024-02-12,ORD-20240212-5973,Cape Town,Electronics,Laptop,2,6131.35,4863.77,1267.58
2024-02-12,ORD-20240212-3639,Johannesburg,Home,Chair,5,34676.11,26440.7,8235.41
2024-02-12,ORD-20240212-3837,Johannesburg,Fashion,Jacket,5,3033.73,2001.64,1032.09
2024-02-12,ORD-20240212-5615,Pretoria,Home,Table,4,30294.42,19780.56,10513.86
2024-02-12,ORD-20240212-6118,Pretoria,Home,Lamp,5,3264.63,2120.56,1144.07
2024-02-12,ORD-20240212-9781,Pretoria,Groceries,Milk,1,156.37,118.11,38.26
2024-02-12,ORD-20240212-9549,Johannesburg,Electronics,Phone,4,65243.2,49985.88,15257.32
2024-02-12,ORD-20240212-8604,Durban,Groceries,Eggs,5,195.94,127.94,68.0
2024-02-12,ORD-20240212-4255,Johannesburg,Groceries,Eggs,5,276.54,210.46,66.08
2024-02-13,ORD-20240213-6510,Cape Town,Electronics,Laptop,3,20784.63,15914.85,4869.78
2024-02-13,ORD-20240213-2191,Johannesburg,Home,Lamp,5,14682.86,9950.33,4732.53
2024-02-13,ORD-20240213-8995,Durban,Groceries,Bread,4,643.12,369.25,273.87
2024-02-13,ORD-20240213-5890,Johannesburg,Home,Table,2,8135.47,5367.66,2767.81
2024-02-13,ORD-20240213-3739,Durban,Electronics,Smartwatch,1,18451.05,13538.95,4912.1
2024-02-13,ORD-20240213-2671,Pretoria,Fashion,Jacket,3,4326.38,3151.45,1174.93
2024-02-13,ORD-20240213-8825,Durban,Groceries,Eggs,5,675.16,466.13,209.03
2024-02-13,ORD-20240213-5766,Pretoria,Electronics,Headphones,4,78832.41,42874.58,35957.83
2024-02-13,ORD-20240213-5892,Johannesburg,Fashion,Jeans,2,2550.54,1591.08,959.46
2024-02-13,ORD-20240213-9902,Johannesburg,Groceries,Coffee,1,177.18,88.88,88.3
2024-02-14,ORD-20240214-6674,Cape Town,Electronics,Headphones,1,3663.57,2057.22,1606.35
2024-02-14,ORD-20240214-3829,Durban,Home,Table,5,21992.49,14650.54,7341.95
2024-02-14,ORD-20240214-6035,Cape Town,Fashion,T-shirt,3,1223.75,657.94,565.81
2024-02-14,ORD-20240214-2382,Durban,Home,Sofa,3,20665.74,12361.25,8304.49
2024-02-14,ORD-20240214-9381,Durban,Groceries,Coffee,2,296.28,227.67,68.61
2024-02-14,ORD-20240214-4597,Pretoria,Groceries,Milk,5,1360.04,697.44,662.6
2024-02-14,ORD-20240214-8503,Cape Town,Home,Sofa,5,28933.42,19895.9,9037.52
2024-02-14,ORD-20240214-8949,Johannesburg,Electronics,Phone,1,19588.12,10968.79,8619.33
2024-02-15,ORD-20240215-9476,Pretoria,Electronics,Headphones,1,9350.19,6562.79,2787.4
2024-02-15,ORD-20240215-6574,Johannesburg,Home,Lamp,3,23161.95,15316.68,7845.27
2024-02-15,ORD-20240215-3238,Pretoria,Electronics,Laptop,1,10427.88,7196.56,3231.32
2024-02-15,ORD-20240215-3221,Cape Town,Fashion,Jacket,2,812.8,525.61,287.19
2024-02-15,ORD-20240215-9135,Cape Town,Home,Lamp,1,2532.59,1413.08,1119.51
2024-02-15,ORD-20240215-8176,Pretoria,Electronics,Headphones,1,9335.18,5733.15,3602.03
2024-02-15,ORD-20240215-7333,Durban,Home,Table,5,5902.03,4353.62,1548.41
2024-02-15,ORD-20240215-4969,Johannesburg,Fashion,Sneakers,1,802.52,583.33,219.19
2024-02-15,ORD-20240215-7475,Durban,Electronics,Laptop,5,34421.06,25922.17,8498.89
2024-02-15,ORD-20240215-3252,Cape Town,Groceries,Eggs,1,74.87,47.5,27.37
2024-02-15,ORD-20240215-3487,Johannesburg,Electronics,Laptop,4,24790.91,19070.28,5720.63
2024-02-16,ORD-20240216-2186,Cape Town,Groceries,Coffee,1,127.14,71.33,55.81
2024-02-16,ORD-20240216-1598,Pretoria,Groceries,Bread,4,1169.46,663.97,505.49
2024-02-16,ORD-20240216-8502,Durban,Electronics,Headphones,4,29349.32,21223.43,8125.89
2024-02-16,ORD-20240216-5103,Johannesburg,Groceries,Coffee,2,156.69,109.68,47.01
2024-02-16,ORD-20240216-2022,Johannesburg,Home,Table,2,13506.97,8004.4,5502.57
2024-02-16,ORD-20240216-3299,Durban,Electronics,Laptop,2,23623.59,13699.02,9924.57
2024-02-16,ORD-20240216-5235,Durban,Electronics,Headphones,1,13090.73,6577.8,6512.93
2024-02-16,ORD-20240216-8023,Pretoria,Groceries,Bread,1,27.46,20.16,7.3
2024-02-16,ORD-20240216-4868,Cape Town,Fashion,Sneakers,4,3045.12,1652.92,1392.2
2024-02-16,ORD-20240216-6047,Pretoria,Electronics,Phone,3,38455.6,20081.61,18373.99
2024-02-17,ORD-20240217-7110,Cape Town,Electronics,Headphones,4,45605.23,29335.51,16269.72
2024-02-17,ORD-20240217-5919,Durban,Groceries,Eggs,4,726.35,445.46,280.89
2024-02-17,ORD-20240217-9853,Cape Town,Electronics,Smartwatch,4,12221.24,8539.96,3681.28
2024-02-17,ORD-20240217-7204,Durban,Electronics,Smartwatch,3,44674.48,26575.62,18098.86
2024-02-17,ORD-20240217-9078,Pretoria,Groceries,Coffee,4,921.43,461.13,460.3
2024-02-17,ORD-20240217-7098,Cape Town,Home,Table,1,6622.19,3969.0,2653.19
2024-02-17,ORD-20240217-6843,Cape Town,Home,Lamp,3,11920.76,6594.95,5325.81
2024-02-17,ORD-20240217-1887,Pretoria,Groceries,Eggs,5,1331.74,1026.0,305.74
2024-02-17,ORD-20240217-1638,Pretoria,Electronics,Phone,1,10620.7,8459.34,2161.36
2024-02-17,ORD-20240217-6555,Durban,Groceries,Bread,1,226.38,180.73,45.65
2024-02-17,ORD-20240217-1382,Cape Town,Electronics,Laptop,4,22109.67,15498.52,6611.15
2024-02-18,ORD-20240218-8433,Pretoria,Fashion,Jeans,2,3539.81,2384.31,1155.5
2024-02-18,ORD-20240218-2629,Johannesburg,Fashion,Jeans,2,3433.58,2425.78,1007.8
2024-02-18,ORD-20240218-2693,Durban,Fashion,Jacket,3,4728.51,2977.61,1750.9
2024-02-18,ORD-20240218-8311,Johannesburg,Fashion,Jeans,5,1061.92,765.84,296.08
2024-02-18,ORD-20240218-8579,Johannesburg,Fashion,Jacket,2,279.62,147.9,131.72
2024-02-18,ORD-20240218-4876,Durban,Home,Lamp,3,14625.34,9325.24,5300.1
2024-02-18,ORD-20240218-6748,Durban,Electronics,Phone,3,30958.64,19252.67,11705.97
2024-02-18,ORD-20240218-1931,Pretoria,Home,Sofa,4,3007.4,2127.24,880.16
2024-02-18,ORD-20240218-9089,Pretoria,Fashion,Jacket,4,1609.54,818.79,790.75
2024-02-18,ORD-20240218-7666,Durban,Electronics,Smartwatch,3,41888.02,30621.04,11266.98
2024-02-18,ORD-20240218-2256,Johannesburg,Home,Chair,1,6306.14,4165.06,2141.08
2024-02-19,ORD-20240219-8240,Cape Town,Groceries,Milk,2,110.39,84.84,25.55
2024-02-19,ORD-20240219-4391,Pretoria,Groceries,Bread,3,385.7,285.82,99.88
2024-02-19,ORD-20240219-6145,Cape Town,Electronics,Phone,2,37759.54,29201.28,8558.26
2024-02-19,ORD-20240219-9993,Cape Town,Home,Table,5,11306.47,6486.63,4819.84
2024-02-19,ORD-20240219-8882,Johannesburg,Electronics,Phone,2,7668.93,5826.3,1842.63
2024-02-19,ORD-20240219-8161,Pretoria,Fashion,T-shirt,5,1058.9,804.21,254.69
2024-02-19,ORD-20240219-7562,Pretoria,Electronics,Laptop,5,94980.35,69667.29,25313.06
2024-02-19,ORD-20240219-9085,Cape Town,Groceries,Coffee,5,345.52,233.82,111.7
2024-02-19,ORD-20240219-7384,Durban,Groceries,Coffee,3,542.14,271.25,270.89
2024-02-19,ORD-20240219-9903,Durban,Fashion,Sneakers,1,545.38,433.34,112.04
2024-02-19,ORD-20240219-7184,Johannesburg,Electronics,Smartwatch,3,6226.23,4150.94,2075.29
2024-02-20,ORD-20240220-2347,Durban,Fashion,Sneakers,3,3233.16,1675.23,1557.93
2024-02-20,ORD-20240220-6686,Durban,Fashion,Jacket,3,2038.87,1173.94,864.93
2024-02-20,ORD-20240220-2709,Cape Town,Groceries,Bread,5,488.67,339.29,149.38
2024-02-20,ORD-20240220-5170,Durban,Fashion,T-shirt,3,1090.84,632.37,458.47
2024-02-20,ORD-20240220-7216,Johannesburg,Fashion,T-shirt,3,2182.97,1197.78,985.19
2024-02-20,ORD-20240220-3146,Pretoria,Home,Sofa,4,10715.98,7001.01,3714.97
2024-02-20,ORD-20240220-8910,Pretoria,Electronics,Laptop,4,26691.25,18745.49,7945.76
2024-02-20,ORD-20240220-7284,Pretoria,Fashion,Sneakers,2,767.99,496.83,271.16
2024-02-20,ORD-20240220-5108,Pretoria,Electronics,Phone,1,13438.75,8832.55,4606.2
2024-02-20,ORD-20240220-4341,Durban,Groceries,Milk,1,250.07,166.35,83.72
2024-02-20,ORD-20240220-8005,Pretoria,Fashion,T-shirt,1,1321.66,983.71,337.95
2024-02-21,ORD-20240221-5608,Pretoria,Electronics,Laptop,5,80093.7,52191.07,27902.63
2024-02-21,ORD-20240221-4615,Johannesburg,Electronics,Phone,5,56296.56,35479.66,20816.9
2024-02-21,ORD-20240221-8877,Cape Town,Home,Sofa,3,8500.21,4266.03,4234.18
2024-02-21,ORD-20240221-4928,Johannesburg,Electronics,Laptop,3,8642.5,5276.85,3365.65
2024-02-21,ORD-20240221-3615,Pretoria,Fashion,Sneakers,4,6483.52,4105.22,2378.3
2024-02-21,ORD-20240221-5533,Cape Town,Home,Table,5,15851.58,9750.44,6101.14
2024-02-21,ORD-20240221-7653,Johannesburg,Home,Chair,5,5523.28,4194.06,1329.22
2024-02-21,ORD-20240221-2356,Durban,Home,Lamp,3,6350.57,4227.51,2123.06
2024-02-21,ORD-20240221-9789,Pretoria,Fashion,Jeans,2,2733.11,1615.69,1117.42
2024-02-21,ORD-20240221-9911,Cape Town,Electronics,Smartwatch,1,7084.65,5578.46,1506.19
2024-02-21,ORD-20240221-1418,Pretoria,Fashion,T-shirt,1,849.38,631.0,218.38
2024-02-22,ORD-20240222-4811,Cape Town,Groceries,Coffee,4,273.03,177.22,95.81
2024-02-22,ORD-20240222-6643,Johannesburg,Home,Chair,3,14567.85,7874.71,6693.14
2024-02-22,ORD-20240222-2721,Johannesburg,Home,Lamp,3,19152.02,13691.25,5460.77
2024-02-22,ORD-20240222-5289,Johannesburg,Groceries,Milk,5,284.07,192.06,92.01
2024-02-22,ORD-20240222-4619,Pretoria,Home,Lamp,5,39768.79,25138.43,14630.36
2024-02-22,ORD-20240222-8654,Pretoria,Home,Table,1,7470.12,5075.46,2394.66
2024-02-23,ORD-20240223-7249,Johannesburg,Groceries,Bread,1,94.08,52.14,41.94
2024-02-23,ORD-20240223-2820,Johannesburg,Home,Chair,4,13515.59,8757.21,4758.38
2024-02-23,ORD-20240223-1636,Cape Town,Electronics,Phone,4,52185.58,38469.4,13716.18
2024-02-23,ORD-20240223-6233,Durban,Fashion,Jeans,1,1739.22,1032.78,706.44
2024-02-23,ORD-20240223-6303,Johannesburg,Groceries,Bread,2,273.62,176.74,96.88
2024-02-23,ORD-20240223-9636,Pretoria,Home,Table,2,920.22,654.57,265.65
2024-02-24,ORD-20240224-8914,Pretoria,Fashion,Sneakers,2,3455.97,2706.27,749.7
2024-02-24,ORD-20240224-9088,Cape Town,Fashion,Jeans,5,5707.27,4544.75,1162.52
2024-02-24,ORD-20240224-3462,Durban,Fashion,Sneakers,1,1751.13,958.75,792.38
2024-02-24,ORD-20240224-5787,Johannesburg,Home,Chair,5,31249.95,23023.26,8226.69
2024-02-24,ORD-20240224-7207,Pretoria,Fashion,T-shirt,1,1106.92,671.52,435.4
2024-02-24,ORD-20240224-2987,Johannesburg,Electronics,Laptop,2,9403.78,6077.08,3326.7
2024-02-24,ORD-20240224-4662,Durban,Groceries,Coffee,4,644.46,349.21,295.25
2024-02-24,ORD-20240224-1829,Pretoria,Electronics,Phone,1,15341.84,7683.86,7657.98
2024-02-25,ORD-20240225-8416,Pretoria,Home,Chair,3,1639.55,905.9,733.65
2024-02-25,ORD-20240225-2366,Durban,Fashion,Jacket,4,1582.71,1216.94,365.77
2024-02-25,ORD-20240225-6498,Durban,Groceries,Eggs,3,290.52,214.63,75.89
2024-02-25,ORD-20240225-6606,Durban,Fashion,Sneakers,4,2890.23,1724.41,1165.82
2024-02-25,ORD-20240225-3796,Durban,Electronics,Laptop,4,49679.75,35734.41,13945.34
2024-02-25,ORD-20240225-4737,Durban,Groceries,Milk,3,759.7,530.56,229.14
2024-02-25,ORD-20240225-8015,Pretoria,Home,Chair,1,7751.31,5590.88,2160.43
2024-02-25,ORD-20240225-9310,Cape Town,Home,Table,4,28009.14,15488.73,12520.41
2024-02-25,ORD-20240225-1699,Pretoria,Home,Sofa,3,17430.9,9515.04,7915.86
2024-02-26,ORD-20240226-1368,Johannesburg,Home,Chair,2,3226.57,1965.59,1260.98
2024-02-26,ORD-20240226-7353,Johannesburg,Electronics,Laptop,4,66268.9,42138.06,24130.84
2024-02-26,ORD-20240226-8867,Cape Town,Home,Lamp,2,5757.93,4493.57,1264.36
2024-02-26,ORD-20240226-7814,Cape Town,Electronics,Phone,2,32392.69,16427.1,15965.59
2024-02-26,ORD-20240226-4985,Durban,Fashion,T-shirt,5,5110.4,3503.42,1606.98
2024-02-26,ORD-20240226-8848,Durban,Electronics,Phone,4,24900.34,18627.06,6273.28
2024-02-26,ORD-20240226-1243,Pretoria,Groceries,Eggs,1,181.69,128.87,52.82
2024-02-27,ORD-20240227-4226,Johannesburg,Fashion,T-shirt,5,6255.28,3770.1,2485.18
2024-02-27,ORD-20240227-2339,Cape Town,Fashion,T-shirt,3,5292.57,4213.96,1078.61
2024-02-27,ORD-20240227-5280,Cape Town,Home,Chair,5,30575.63,16492.48,14083.15
2024-02-27,ORD-20240227-7127,Cape Town,Fashion,T-shirt,1,875.15,651.07,224.08
2024-02-27,ORD-20240227-7113,Pretoria,Fashion,Jacket,5,5056.59,3064.71,1991.88
2024-02-27,ORD-20240227-2735,Johannesburg,Electronics,Phone,1,19414.5,10556.26,8858.24
2024-02-27,ORD-20240227-4058,Pretoria,Home,Lamp,2,5631.0,3462.0,2169.0
2024-02-27,ORD-20240227-5838,Durban,Fashion,Sneakers,3,2904.52,1915.41,989.11
2024-02-27,ORD-20240227-5044,Pretoria,Fashion,Jacket,3,4523.28,2862.87,1660.41
2024-02-27,ORD-20240227-6780,Pretoria,Fashion,Jacket,1,1343.5,1005.18,338.32
2024-02-28,ORD-20240228-9452,Pretoria,Home,Sofa,1,1208.9,865.64,343.26
2024-02-28,ORD-20240228-1073,Durban,Home,Chair,5,11238.85,7433.75,3805.1
2024-02-28,ORD-20240228-8629,Pretoria,Home,Sofa,2,6195.03,4705.03,1490.0
2024-02-28,ORD-20240228-7492,Cape Town,Fashion,Jacket,3,3126.25,2135.03,991.22
2024-02-28,ORD-20240228-9775,Johannesburg,Home,Sofa,2,1730.53,1004.98,725.55
2024-02-28,ORD-20240228-7205,Cape Town,Home,Chair,4,29629.68,17380.48,12249.2
2024-02-28,ORD-20240228-5663,Durban,Home,Sofa,1,4148.68,2475.89,1672.79
2024-02-28,ORD-20240228-1755,Durban,Fashion,Jeans,5,3395.66,1784.73,1610.93
2024-02-28,ORD-20240228-6717,Cape Town,Fashion,Jacket,2,795.96,590.45,205.51
2024-02-29,ORD-20240229-8417,Durban,Home,Lamp,5,8715.91,5863.4,2852.51
2024-02-29,ORD-20240229-8877,Pretoria,Fashion,Jacket,1,466.29,321.37,144.92
2024-02-29,ORD-20240229-2380,Johannesburg,Home,Table,2,3277.99,2453.51,824.48
2024-02-29,ORD-20240229-3635,Cape Town,Fashion,Jeans,3,4730.2,3377.47,1352.73
2024-02-29,ORD-20240229-3497,Durban,Groceries,Eggs,4,458.4,298.3,160.1
2024-02-29,ORD-20240229-6672,Durban,Home,Sofa,1,6462.31,4933.92,1528.39
2024-02-29,ORD-20240229-4477,Pretoria,Fashion,Jeans,3,5187.12,2835.14,2351.98
2024-02-29,ORD-20240229-8204,Johannesburg,Home,Table,1,758.66,447.33,311.33
2024-02-29,ORD-20240229-6726,Pretoria,Home,Lamp,2,3299.87,2077.4,1222.47
2024-03-01,ORD-20240301-7189,Pretoria,Groceries,Bread,1,234.37,144.97,89.4
2024-03-01,ORD-20240301-5506,Pretoria,Groceries,Eggs,3,142.05,111.38,30.67
2024-03-01,ORD-20240301-5257,Durban,Groceries,Eggs,3,531.11,421.19,109.92
2024-03-01,ORD-20240301-4896,Cape Town,Electronics,Smartwatch,1,19641.73,14089.17,5552.56
2024-03-01,ORD-20240301-5180,Cape Town,Electronics,Headphones,4,31847.4,20167.7,11679.7
2024-03-01,ORD-20240301-8170,Cape Town,Electronics,Phone,2,34994.77,25620.63,9374.14
2024-03-01,ORD-20240301-5398,Johannesburg,Electronics,Headphones,4,45756.97,36419.15,9337.82
2024-03-02,ORD-20240302-1734,Pretoria,Fashion,Jacket,5,7879.67,4348.32,3531.35
2024-03-02,ORD-20240302-5968,Cape Town,Groceries,Eggs,4,1150.19,738.87,411.32
2024-03-02,ORD-20240302-5902,Pretoria,Home,Chair,3,7670.33,4197.88,3472.45
2024-03-02,ORD-20240302-9552,Johannesburg,Electronics,Smartwatch,5,50080.59,30544.21,19536.38
2024-03-02,ORD-20240302-5918,Pretoria,Fashion,T-shirt,5,6483.79,4775.67,1708.12
2024-03-03,ORD-20240303-5119,Cape Town,Electronics,Laptop,2,37014.58,18735.2,18279.38
2024-03-03,ORD-20240303-2309,Pretoria,Home,Sofa,4,31774.2,18072.31,13701.89
2024-03-03,ORD-20240303-2468,Cape Town,Electronics,Headphones,1,18102.27,10574.64,7527.63
2024-03-03,ORD-20240303-8820,Pretoria,Home,Table,5,1517.27,845.73,671.54
2024-03-03,ORD-20240303-5017,Cape Town,Home,Lamp,1,2080.17,1599.33,480.84
2024-03-03,ORD-20240303-2621,Johannesburg,Fashion,Sneakers,2,386.76,280.57,106.19
2024-03-04,ORD-20240304-6576,Durban,Groceries,Milk,5,1034.23,674.64,359.59
2024-03-04,ORD-20240304-1960,Durban,Groceries,Coffee,1,124.02,77.03,46.99
2024-03-04,ORD-20240304-3686,Cape Town,Groceries,Milk,5,971.08,766.16,204.92
2024-03-04,ORD-20240304-9008,Cape Town,Electronics,Phone,2,1668.65,960.81,707.84
2024-03-04,ORD-20240304-2336,Durban,Electronics,Smartwatch,3,40898.21,22663.03,18235.18
2024-03-04,ORD-20240304-4855,Durban,Electronics,Headphones,3,16806.79,13270.8,3535.99
2024-03-05,ORD-20240305-1947,Cape Town,Electronics,Phone,4,45096.38,26250.32,18846.06
2024-03-05,ORD-20240305-2718,Johannesburg,Fashion,Sneakers,4,5096.54,3078.1,2018.44
2024-03-05,ORD-20240305-7934,Durban,Groceries,Milk,4,303.64,220.93,82.71
2024-03-05,ORD-20240305-3783,Pretoria,Electronics,Headphones,4,48531.88,30294.76,18237.12
2024-03-05,ORD-20240305-8317,Pretoria,Groceries,Coffee,1,121.43,89.02,32.41
2024-03-05,ORD-20240305-1597,Durban,Electronics,Headphones,5,68634.3,40554.68,28079.62
2024-03-06,ORD-20240306-2082,Johannesburg,Groceries,Bread,3,244.96,189.97,54.99
2024-03-06,ORD-20240306-7703,Johannesburg,Electronics,Smartwatch,2,1819.06,1000.5,818.56
2024-03-06,ORD-20240306-8969,Pretoria,Home,Sofa,4,31969.67,23812.33,8157.34
2024-03-06,ORD-20240306-9760,Cape Town,Groceries,Eggs,4,936.79,488.22,448.57
2024-03-06,ORD-20240306-1963,Durban,Groceries,Eggs,1,99.2,76.03,23.17
2024-03-06,ORD-20240306-6990,Durban,Fashion,Jacket,5,8117.76,5970.94,2146.82
2024-03-06,ORD-20240306-3593,Cape Town,Fashion,T-shirt,1,546.98,360.44,186.54
2024-03-06,ORD-20240306-5848,Pretoria,Fashion,T-shirt,2,1276.67,1014.76,261.91
2024-03-06,ORD-20240306-8679,Cape Town,Home,Table,2,3259.84,1940.59,1319.25
2024-03-06,ORD-20240306-3832,Pretoria,Fashion,Jeans,4,3179.55,2499.53,680.02
2024-03-07,ORD-20240307-6052,Pretoria,Fashion,T-shirt,1,1648.62,1000.22,648.4
2024-03-07,ORD-20240307-3381,Durban,Electronics,Laptop,2,24435.54,17321.67,7113.87
2024-03-07,ORD-20240307-3965,Johannesburg,Fashion,Jacket,5,3884.74,2723.12,1161.62
2024-03-07,ORD-20240307-5887,Cape Town,Electronics,Smartwatch,2,18504.49,9411.19,9093.3
2024-03-07,ORD-20240307-5964,Pretoria,Home,Table,3,6127.45,3989.09,2138.36
2024-03-07,ORD-20240307-1979,Pretoria,Fashion,Jeans,1,1604.83,806.26,798.57
2024-03-07,ORD-20240307-1157,Johannesburg,Fashion,T-shirt,1,1186.61,889.31,297.3
2024-03-07,ORD-20240307-5622,Durban,Electronics,Smartwatch,2,15619.27,11405.43,4213.84
2024-03-07,ORD-20240307-8165,Johannesburg,Electronics,Phone,4,31592.96,23190.25,8402.71
2024-03-08,ORD-20240308-9590,Cape Town,Fashion,Jacket,5,8472.68,6091.12,2381.56
2024-03-08,ORD-20240308-8965,Durban,Groceries,Milk,1,251.13,127.59,123.54
2024-03-08,ORD-20240308-6035,Cape Town,Fashion,Jacket,1,1400.79,1079.84,320.95
2024-03-08,ORD-20240308-2326,Durban,Fashion,Sneakers,3,4310.65,2311.74,1998.91
2024-03-08,ORD-20240308-8577,Cape Town,Groceries,Bread,3,678.61,344.02,334.59
2024-03-08,ORD-20240308-7141,Durban,Home,Chair,4,26624.68,14441.12,12183.56
2024-03-08,ORD-20240308-5267,Johannesburg,Home,Chair,1,7563.41,5702.24,1861.17
2024-03-08,ORD-20240308-4887,Durban,Electronics,Smartwatch,5,12101.43,8090.84,4010.59
2024-03-08,ORD-20240308-3438,Cape Town,Groceries,Bread,2,88.28,57.62,30.66
2024-03-08,ORD-20240308-3355,Cape Town,Home,Lamp,3,11237.2,8145.32,3091.88
2024-03-08,ORD-20240308-4473,Cape Town,Home,Chair,5,15135.04,11292.41,3842.63
2024-03-09,ORD-20240309-5712,Johannesburg,Fashion,T-shirt,1,1122.76,849.75,273.01
2024-03-09,ORD-20240309-7007,Durban,Groceries,Eggs,5,1422.24,789.75,632.49
2024-03-09,ORD-20240309-1292,Cape Town,Home,Chair,2,6832.18,3734.0,3098.18
2024-03-09,ORD-20240309-3650,Cape Town,Fashion,Jacket,3,3330.95,1819.37,1511.58
2024-03-09,ORD-20240309-7080,Pretoria,Home,Sofa,2,5389.71,3428.75,1960.96
2024-03-09,ORD-20240309-5936,Pretoria,Electronics,Phone,4,15983.86,10107.49,5876.37
2024-03-10,ORD-20240310-3530,Durban,Home,Chair,2,15404.57,11013.44,4391.13
2024-03-10,ORD-20240310-7693,Cape Town,Electronics,Headphones,2,36424.73,24593.04,11831.69
